SentID_GM,targ,Sentence_with_Target,Sentence_with_Blank,SimilarTo_SentID_GM,sentence_length,targ_sent_position
906,penchant,There are a lot of ways to show your [penchant] to succeed.,There are a lot of ways to show your XXXXX to succeed.,NA,NA,NA
907,penchant,"After the accident, Kathy lost her [penchant] to play soccer.","After the accident, Kathy lost her XXXXX to play soccer.",NA,NA,NA
908,penchant,"The boy was lost, and sorry he had no [penchant] for hunting.","The boy was lost, and sorry he had no XXXXX for hunting.",NA,NA,NA
909,penchant,Pat has good taste in clothing and a [penchant] for dressing up.,Pat has good taste in clothing and a(n) XXXXX for dressing up.,NA,NA,NA
910,penchant,"When I get nervous, I have a [penchant] for nail-biting.","When I get nervous, I have a(n) XXXXX for nail-biting.",NA,NA,NA
911,penchant,On the weekend Sarah has no [penchant] for doing housework.,On the weekend Sarah has no XXXXX for doing housework.,NA,NA,NA
912,penchant,"Jerry loves the Hobbit and, in general, has a [penchant] for fantasy.","Jerry loves the Hobbit and, in general, has a(n) XXXXX for fantasy.",NA,NA,NA
913,penchant,"For Tracie, dancing was not just a career, but a natural [penchant].","For Tracie, dancing was not just a career, but a natural XXXXX.",NA,NA,NA
914,penchant,Peter was terrified of heights and had no [penchant] to go climbing.,Peter was terrified of heights and had no XXXXX to go climbing.,NA,NA,NA
915,penchant,Greg is sure to succeed because he has a [penchant] for working hard.,Greg is sure to succeed because he has a(n) XXXXX for working hard.,NA,NA,NA
916,penchant,Toby is athletic and has a [penchant] for exercising to stay in shape.,Toby is athletic and has a(n) XXXXX for exercising to stay in shape.,NA,NA,NA
917,penchant,Sarah dislikes rules and has a [penchant] to rebel.,Sarah dislikes rules and has a(n) XXXXX to rebel.,NA,NA,NA
918,penchant,The grouchy old man has a [penchant] for yelling and screaming.,The grouchy old man has a(n) XXXXX for yelling and screaming.,NA,NA,NA
919,invalidate,We were surprised to learn that he was on his way to [invalidate] it.,We were surprised to learn that he was on his way to XXXXX it.,NA,NA,NA
920,invalidate,"Even though I have done it before, I forget how to [invalidate] it.","Even though I have done it before, I forget how to XXXXX it.",NA,NA,NA
921,invalidate,"If the girls have enough time tomorrow, they will try to [invalidate] it.","If the girls have enough time tomorrow, they will try to XXXXX it.",NA,NA,NA
922,invalidate,They weren't sure if it had been [invalidated] it or not.,They weren't sure if it had been XXXXX it or not.,NA,NA,NA
923,invalidate,"When they finally listened to me, I told them to [invalidate] it.","When they finally listened to me, I told them to XXXXX it.",NA,NA,NA
924,invalidate,"When they asked for his opinion, Alex urged the company to [invalidate] it.","When they asked for his opinion, Alex urged the company to XXXXX it.",NA,NA,NA
925,invalidate,The council met and voted to [invalidate] the law.,The council met and voted to XXXXX the law.,NA,NA,NA
926,invalidate,"Although you lost in court, that does not [invalidate] your claim.","Although you lost in court, that does not XXXXX your claim.",NA,NA,NA
927,invalidate,The Panthers felt like their efforts were [invalidated] by the recent loss.,The Panthers felt like their efforts were XXXXX by the recent loss.,NA,NA,NA
928,invalidate,"I agree with your point, but it does not [invalidate] my argument.","I agree with your point, but it does not XXXXX my argument.",NA,NA,NA
929,invalidate,All it takes is a few sloppy researchers to [invalidate] a study.,All it takes is a few sloppy researchers to XXXXX a study.,NA,NA,NA
930,invalidate,The drop in unemployment does not [invalidate] the need for more jobs.,The drop in unemployment does not XXXXX the need for more jobs.,NA,NA,NA
931,invalidate,"If you fail to renew your driver's license, it will be [invalidated].","If you fail to renew your driver's license, it will be XXXXX.",NA,NA,NA
932,invalidate,Teenagers sometimes feel that adults dismiss or [invalidate] their feelings.,Teenagers sometimes feel that adults dismiss or XXXXX their feelings.,NA,NA,NA
933,invalidate,The Supreme Court ruled to establish a new law and [invalidated] the old one.,The Supreme Court ruled to establish a new law and XXXXX the old one.,NA,NA,NA
934,invalidate,"During our debate, Jimmy proved me wrong and [invalidated] my argument.","During our debate, Jimmy proved me wrong and XXXXX my argument.",NA,NA,NA
935,invalidate,Be careful not to break the terms of the contract or you will [invalidate] it.,Be careful not to break the terms of the contract or you will XXXXX it.,NA,NA,NA
936,invalidate,If the scientist fails to keep the samples clean she could [invalidate] the study.,If the scientist fails to keep the samples clean she could XXXXX the study.,NA,NA,NA
937,confound,It seems like Bob is [confounded] by a lot of things.,It seems like Bob is XXXXX by a lot of things.,NA,NA,NA
938,confound,Jim decided that he would not let the situation [confound] him.,Jim decided that he would not let the situation XXXXX him.,NA,NA,NA
939,confound,I don't understand why she is always trying to [confound] him.,I don't understand why she is always trying to XXXXX him.,NA,NA,NA
940,confound,"Sometimes, for no reason at all, I feel completely [confounded].","Sometimes, for no reason at all, I feel completely XXXXX.",NA,NA,NA
941,confound,"If we continue down this path, we're sure to get [confounded].","If we continue down this path, we're sure to get XXXXX.",NA,NA,NA
942,confound,"After everything was over, Mary felt completely [confounded].","After everything was over, Mary felt completely XXXXX.",NA,NA,NA
943,confound,"When there are too many things happening at once, it's easy to get [confounded].","When there are too many things happening at once, it's easy to get XXXXX.",NA,NA,NA
944,confound,"Sometimes, when you have too many options, you might feel [confounded].","Sometimes, when you have too many options, you might feel XXXXX.",NA,NA,NA
945,confound,"After the surgery, Jim was disoriented and his thoughts were [confounded].","After the surgery, Jim was disoriented and his thoughts were XXXXX.",NA,NA,NA
946,confound,"With twenty seconds left to answer four questions, the pressure [confounded] Jim's mind.","With twenty seconds left to answer four questions, the pressure XXXXX Jim's mind.",NA,NA,NA
947,confound,"Marla wanted to understand chemistry, but reading the book just [confounded] her more.","Marla wanted to understand chemistry, but reading the book just XXXXX her more.",NA,NA,NA
948,confound,"When you don't get enough sleep, your thinking can become [confounded].","When you don't get enough sleep, your thinking can become XXXXX.",NA,NA,NA
949,confound,"The biology lesson was very challenging, and some students felt [confounded].","The biology lesson was very challenging, and some students felt XXXXX.",NA,NA,NA
950,confound,"When trying to concentrate on one thing, lots of noise can [confound] your brain.","When trying to concentrate on one thing, lots of noise can XXXXX your brain.",NA,NA,NA
951,confound,Staying up for twenty four hours straight [confounded] Marla's judgment.,Staying up for twenty four hours straight XXXXX Marla's judgment.,NA,NA,NA
952,confound,They couldn't tell which way to go because the map [confounded] them.,They couldn't tell which way to go because the map XXXXX them.,NA,NA,NA
953,confound,Malik had amnesia and was very [confounded] when he woke up in the hospital.,Malik had amnesia and was very XXXXX when he woke up in the hospital.,NA,NA,NA
954,confound,Megan tried to remember too many things at once and ended up [confounded].,Megan tried to remember too many things at once and ended up XXXXX.,NA,NA,NA
955,decimate,We did not know that the house had been [decimated] last year.,We did not know that the house had been XXXXX last year.,NA,NA,NA
956,decimate,We had no idea what had happened or how it had been [decimated].,We had no idea what had happened or how it had been XXXXX.,NA,NA,NA
957,decimate,On the news we were sad to see that it had been [decimated].,On the news we were sad to see that it had been XXXXX.,NA,NA,NA
958,decimate,I couldn't imagine what it would be like to see everything [decimated].,I couldn't imagine what it would be like to see everything XXXXX.,NA,NA,NA
959,decimate,We don't always have control over when things will be [decimated].,We don't always have control over when things will be XXXXX.,NA,NA,NA
960,decimate,Valerie didn't realize that the plans had already been [decimated].,Valerie didn't realize that the plans had already been XXXXX.,NA,NA,NA
961,decimate,I was surprised to learn that my bank account had been [decimated].,I was surprised to learn that my bank account had been XXXXX.,NA,NA,NA
962,decimate,"When I returned home, I found that my candy supply had been [decimated].","When I returned home, I found that my candy supply had been XXXXX.",NA,NA,NA
963,decimate,Her chances of winning were [decimated] by the loss to her rival.,Her chances of winning were XXXXX by the loss to her rival.,NA,NA,NA
964,decimate,"The coach was not hopeful, since his team had been [decimated] by injuries.","The coach was not hopeful, since his team had been XXXXX by injuries.",NA,NA,NA
965,decimate,We were sorry to hear that our favorite team had been [decimated].,We were sorry to hear that our favorite team had been XXXXX.,NA,NA,NA
966,decimate,Some parts of Japan were [decimated] in World War II.,Some parts of Japan were XXXXX in World War II.,NA,NA,NA
967,decimate,"After the economy crashed, many lives were [decimated] by financial ruin.","After the economy crashed, many lives were XXXXX by financial ruin.",NA,NA,NA
968,decimate,"The Vikings were fierce and merciless, and they [decimated] whole towns.","The Vikings were fierce and merciless, and they XXXXX whole towns.",NA,NA,NA
969,decimate,The fire was so out of control that it thoroughly [decimated] several homes.,The fire was so out of control that it thoroughly XXXXX several homes.,NA,NA,NA
970,decimate,The coastal towns were completely [decimated] by the hurricane.,The coastal towns were completely XXXXX by the hurricane.,NA,NA,NA
971,decimate,"The Roman Empire was actually [decimated] by economic loss, rather than moral decline.","The Roman Empire was actually XXXXX by economic loss, rather than moral decline.",NA,NA,NA
972,decimate,Elephants and other wildlife populations have been [decimated] by illegal hunting.,Elephants and other wildlife populations have been XXXXX by illegal hunting.,NA,NA,NA
973,integrity,The committee thinks you showed a lot of [integrity] yesterday.,The committee thinks you showed a lot of XXXXX yesterday.,NA,NA,NA
974,integrity,"All afternoon, Eric sat at his desk and thought about [integrity].","All afternoon, Eric sat at his desk and thought about XXXXX.",NA,NA,NA
975,integrity,Annie is going to be giving a presentation about [integrity].,Annie is going to be giving a presentation about XXXXX.,NA,NA,NA
976,integrity,Some people think it is very important to have [integrity].,Some people think it is very important to have XXXXX.,NA,NA,NA
977,integrity,Today I painted a portrait of a man who is famous for his [integrity].,Today I painted a portrait of a man who is famous for his XXXXX.,NA,NA,NA
978,integrity,I couldn't tell if the man had [integrity] or not.,I couldn't tell if the man had XXXXX or not.,NA,NA,NA
979,integrity,I value Mark's opinion because he has a strong sense of [integrity].,I value Mark's opinion because he has a strong sense of XXXXX.,NA,NA,NA
980,integrity,People feel less safe if they think the police lack [integrity].,People feel less safe if they think the police lack XXXXX.,NA,NA,NA
981,integrity,The mayor refused the bribe because it would harm his [integrity].,The mayor refused the bribe because it would harm his XXXXX.,NA,NA,NA
982,integrity,Jim is never tempted to steal because he has [integrity].,Jim is never tempted to steal because he has XXXXX.,NA,NA,NA
983,integrity,Tom is often selfish and has very little [integrity].,Tom is often selfish and has very little XXXXX.,NA,NA,NA
984,integrity,Some people think that politicians have no [integrity].,Some people think that politicians have no XXXXX.,NA,NA,NA
985,integrity,Standing up for what is right takes a lot of [integrity].,Standing up for what is right takes a lot of XXXXX.,NA,NA,NA
986,integrity,George Washington is famous for his honesty and moral [integrity].,George Washington is famous for his honesty and moral XXXXX.,NA,NA,NA
987,integrity,Tina can be trusted to do the right thing because she has [integrity].,Tina can be trusted to do the right thing because she has XXXXX.,NA,NA,NA
988,integrity,"When the child returned my 20 dollars, I was impressed with his [integrity].","When the child returned my 20 dollars, I was impressed with his XXXXX.",NA,NA,NA
989,integrity,"If you never cheat, even when tempted, it means you have [integrity].","If you never cheat, even when tempted, it means you have XXXXX.",NA,NA,NA
990,integrity,"Leah never cheats, lies or steals because she has strong [integrity].","Leah never cheats, lies or steals because she has strong XXXXX.",NA,NA,NA
991,resurgence,It was unclear whether or not he supported the [resurgence].,It was unclear whether or not he supported the XXXXX.,NA,NA,NA
992,resurgence,Toby was once told that he should think about [resurgence].,Toby was once told that he should think about XXXXX.,NA,NA,NA
993,resurgence,"We knew Jenna well, but none of us expected her recent [resurgence].","We knew Jenna well, but none of us expected her recent XXXXX.",NA,NA,NA
994,resurgence,"For the school paper, I was assigned to write about [resurgence].","For the school paper, I was assigned to write about XXXXX.",NA,NA,NA
995,resurgence,Craig was surprised to learn of his old friend's [resurgence].,Craig was surprised to learn of his old friend's XXXXX.,NA,NA,NA
996,resurgence,We were surprised to learn about the sudden [resurgence].,We were surprised to learn about the sudden XXXXX.,NA,NA,NA
997,resurgence,"Without the vaccine, there could be a serious [resurgence] of the disease.","Without the vaccine, there could be a serious XXXXX of the disease.",NA,NA,NA
998,resurgence,The rock band changed its style to recognize the [resurgence] of jazz music.,The rock band changed its style to recognize the XXXXX of jazz music.,NA,NA,NA
999,resurgence,The researcher was confused by the [resurgence] of the outdated theory.,The researcher was confused by the XXXXX of the outdated theory.,NA,NA,NA
1000,resurgence,Just when we thought the party had ended there was a [resurgence] of noise.,Just when we thought the party had ended there was a(n) XXXXX of noise.,NA,NA,NA
1001,resurgence,The city was not prepared for the [resurgence] of the flu.,The city was not prepared for the XXXXX of the flu.,NA,NA,NA
1002,resurgence,Oliver was about to decide when he had a [resurgence] of doubt.,Oliver was about to decide when he had a(n) XXXXX of doubt.,NA,NA,NA
1003,resurgence,"Recently, there has been a [resurgence] of interest in Russian culture.","Recently, there has been a(n) XXXXX of interest in Russian culture.",NA,NA,NA
1004,resurgence,Freya missed seeing her favorite band and was excited for their [resurgence].,Freya missed seeing her favorite band and was excited for their XXXXX.,NA,NA,NA
1005,resurgence,"The volcano was inactive, so we were unprepared for the [resurgence] of earthquakes.","The volcano was inactive, so we were unprepared for the XXXXX of earthquakes.",NA,NA,NA
1006,resurgence,We were excited about the reclusive singer's long-awaited [resurgence].,We were excited about the reclusive singer's long-awaited XXXXX.,NA,NA,NA
1007,resurgence,We thought the bell-bottom craze was over and were surprised by its [resurgence].,We thought the bell-bottom craze was over and were surprised by its XXXXX.,NA,NA,NA
